  0.745045E-04  0.198040E+08  0.198040E+08  0.257061E+08  0.257050E+08  0.198031E+08  0.198040E+08
  0.829624E-04  0.198037E+08  0.198037E+08  0.255405E+08  0.255391E+08  0.198026E+08  0.198037E+08
  0.923803E-04  0.198034E+08  0.198034E+08  0.253366E+08  0.253349E+08  0.198019E+08  0.198034E+08
  0.102867E-03  0.198030E+08  0.198030E+08  0.250858E+08  0.250838E+08  0.198012E+08  0.198030E+08
  0.114545E-03  0.198025E+08  0.198025E+08  0.247780E+08  0.247755E+08  0.198002E+08  0.198025E+08
  0.127548E-03  0.198019E+08  0.198019E+08  0.244012E+08  0.243981E+08  0.197989E+08  0.198019E+08
  0.142028E-03  0.198012E+08  0.198012E+08  0.239413E+08  0.239375E+08  0.197974E+08  0.198012E+08
  0.158151E-03  0.198003E+08  0.198003E+08  0.233820E+08  0.233775E+08  0.197955E+08  0.198002E+08
  0.176104E-03  0.197991E+08  0.197991E+08  0.227052E+08  0.226998E+08  0.197932E+08  0.197991E+08
  0.196096E-03  0.197977E+08  0.197977E+08  0.218910E+08  0.218847E+08  0.197904E+08  0.197977E+08
  0.218356E-03  0.197960E+08  0.197960E+08  0.209187E+08  0.209114E+08  0.197868E+08  0.197959E+08
  0.243144E-03  0.197939E+08  0.197939E+08  0.197685E+08  0.197601E+08  0.197824E+08  0.197938E+08
  0.270746E-03  0.197912E+08  0.197912E+08  0.184236E+08  0.184141E+08  0.197770E+08  0.197912E+08
  0.301482E-03  0.197880E+08  0.197880E+08  0.168738E+08  0.168635E+08  0.197703E+08  0.197879E+08
  0.335706E-03  0.197841E+08  0.197840E+08  0.151211E+08  0.151102E+08  0.197620E+08  0.197839E+08
  0.373816E-03  0.197792E+08  0.197792E+08  0.131851E+08  0.131742E+08  0.197519E+08  0.197790E+08
  0.416252E-03  0.197733E+08  0.197732E+08  0.111107E+08  0.111005E+08  0.197393E+08  0.197730E+08
  0.463505E-03  0.197660E+08  0.197660E+08  0.897336E+07  0.896488E+07  0.197240E+08  0.197657E+08
  0.516122E-03  0.197572E+08  0.197572E+08  0.688168E+07  0.687588E+07  0.197051E+08  0.197569E+08
  0.574713E-03  0.197466E+08  0.197465E+08  0.497025E+07  0.496792E+07  0.196821E+08  0.197462E+08
  0.639955E-03  0.197337E+08  0.197337E+08  0.337952E+07  0.338084E+07  0.196541E+08  0.197332E+08
  0.712603E-03  0.197183E+08  0.197182E+08  0.221895E+07  0.222307E+07  0.196200E+08  0.197177E+08
  0.793498E-03  0.196998E+08  0.196998E+08  0.151962E+07  0.152451E+07  0.195788E+08  0.196991E+08
  0.883577E-03  0.196779E+08  0.196778E+08  0.119706E+07  0.120010E+07  0.195289E+08  0.196770E+08
  0.983881E-03  0.196519E+08  0.196518E+08  0.106092E+07  0.106040E+07  0.194689E+08  0.196507E+08
  0.109557E-02  0.196211E+08  0.196210E+08  0.902106E+06  0.898925E+06  0.193969E+08  0.196197E+08
  0.121994E-02  0.195850E+08  0.195848E+08  0.631897E+06  0.629548E+06  0.193114E+08  0.195832E+08
  0.135843E-02  0.195425E+08  0.195422E+08  0.352018E+06  0.353154E+06  0.192095E+08  0.195403E+08
  0.151264E-02  0.194927E+08  0.194924E+08  0.220675E+06  0.223072E+06  0.190889E+08  0.194901E+08
  0.168436E-02  0.194347E+08  0.194343E+08  0.212206E+06  0.211555E+06  0.189473E+08  0.194315E+08
  0.187557E-02  0.193671E+08  0.193667E+08  0.154472E+06  0.152725E+06  0.187821E+08  0.193634E+08
  0.208848E-02  0.192888E+08  0.192882E+08  0.638073E+05  0.652020E+05  0.185910E+08  0.192843E+08
  0.232557E-02  0.191983E+08  0.191976E+08  0.623040E+05  0.621166E+05  0.183720E+08  0.191930E+08
  0.258957E-02  0.190941E+08  0.190933E+08  0.403656E+05  0.383773E+05  0.181234E+08  0.190879E+08
  0.288354E-02  0.189748E+08  0.189737E+08  0.176575E+05  0.156466E+05  0.178438E+08  0.189675E+08
  0.321088E-02  0.188385E+08  0.188372E+08  0.199647E+05  0.150106E+05  0.175324E+08  0.188301E+08
  0.357538E-02  0.186837E+08  0.186822E+08  0.282660E+04  0.354945E+04  0.171882E+08  0.186741E+08
  0.398126E-02  0.185087E+08  0.185068E+08 -0.466272E+03 -0.689555E+03  0.168099E+08  0.184977E+08
  0.443322E-02  0.183117E+08  0.183093E+08  0.246235E+04  0.134197E+04  0.163957E+08  0.182993E+08
  0.448115E-02  0.182907E+08  0.182883E+08  0.176821E+04  0.751430E+03  0.163522E+08  0.182782E+08
  0.452959E-02  0.182695E+08  0.182671E+08  0.510682E+03 -0.278934E+03  0.163084E+08  0.182568E+08
  0.457856E-02  0.182481E+08  0.182456E+08 -0.108932E+04 -0.155730E+04  0.162641E+08  0.182352E+08
  0.462806E-02  0.182264E+08  0.182238E+08 -0.273317E+04 -0.283916E+04  0.162194E+08  0.182134E+08
  0.467809E-02  0.182044E+08  0.182018E+08 -0.410484E+04 -0.387903E+04  0.161744E+08  0.181913E+08
  0.472866E-02  0.181822E+08  0.181796E+08 -0.493831E+04 -0.448428E+04  0.161289E+08  0.181689E+08
  0.477978E-02  0.181598E+08  0.181571E+08 -0.507768E+04 -0.455898E+04  0.160831E+08  0.181463E+08
  0.483146E-02  0.181371E+08  0.181343E+08 -0.451580E+04 -0.412722E+04  0.160369E+08  0.181235E+08
  0.488369E-02  0.181142E+08  0.181113E+08 -0.340094E+04 -0.332923E+04  0.159902E+08  0.181004E+08
  0.493648E-02  0.180910E+08  0.180881E+08  0.000000E+00  0.000000E+00  0.159432E+08  0.180770E+08
  0.498985E-02  0.180675E+08  0.180646E+08  0.000000E+00  0.000000E+00  0.158957E+08  0.180534E+08
  0.504379E-02  0.180438E+08  0.180408E+08  0.000000E+00  0.000000E+00  0.158478E+08  0.180296E+08
  0.509832E-02  0.180199E+08  0.180168E+08  0.000000E+00  0.000000E+00  0.157996E+08  0.180054E+08
  0.515344E-02  0.179956E+08  0.179925E+08  0.000000E+00  0.000000E+00  0.157509E+08  0.179811E+08
  0.520915E-02  0.179712E+08  0.179680E+08  0.000000E+00  0.000000E+00  0.157017E+08  0.179564E+08
  0.526546E-02  0.179464E+08  0.179431E+08  0.000000E+00  0.000000E+00  0.156522E+08  0.179315E+08
  0.532239E-02  0.179214E+08  0.179180E+08  0.000000E+00  0.000000E+00  0.156023E+08  0.179063E+08
  0.537993E-02  0.178961E+08  0.178927E+08  0.000000E+00  0.000000E+00  0.155519E+08  0.178808E+08
  0.543809E-02  0.178705E+08  0.178671E+08  0.000000E+00  0.000000E+00  0.155011E+08  0.178551E+08
  0.549688E-02  0.178447E+08  0.178412E+08  0.000000E+00  0.000000E+00  0.154499E+08  0.178291E+08
  0.555630E-02  0.178186E+08  0.178150E+08  0.000000E+00  0.000000E+00  0.153983E+08  0.178028E+08
  0.561637E-02  0.177922E+08  0.177885E+08  0.000000E+00  0.000000E+00  0.153462E+08  0.177763E+08
  0.567709E-02  0.177656E+08  0.177618E+08  0.000000E+00  0.000000E+00  0.152937E+08  0.177495E+08
  0.573846E-02  0.177386E+08  0.177348E+08  0.000000E+00  0.000000E+00  0.152408E+08  0.177223E+08
  0.580050E-02  0.177114E+08  0.177075E+08  0.000000E+00  0.000000E+00  0.151874E+08  0.176950E+08
  0.586320E-02  0.176839E+08  0.176799E+08  0.000000E+00  0.000000E+00  0.151337E+08  0.176673E+08
  0.592659E-02  0.176561E+08  0.176520E+08  0.000000E+00  0.000000E+00  0.150795E+08  0.176393E+08
  0.599066E-02  0.176280E+08  0.176239E+08  0.000000E+00  0.000000E+00  0.150248E+08  0.176110E+08
  0.605542E-02  0.175997E+08  0.175954E+08  0.000000E+00  0.000000E+00  0.149698E+08  0.175825E+08
  0.612089E-02  0.175710E+08  0.175667E+08  0.000000E+00  0.000000E+00  0.149143E+08  0.175537E+08
  0.618706E-02  0.175421E+08  0.175376E+08  0.000000E+00  0.000000E+00  0.148584E+08  0.175245E+08
  0.625394E-02  0.175128E+08  0.175083E+08  0.000000E+00  0.000000E+00  0.148020E+08  0.174951E+08
  0.632155E-02  0.174833E+08  0.174787E+08  0.000000E+00  0.000000E+00  0.147453E+08  0.174654E+08
  0.638989E-02  0.174534E+08  0.174487E+08  0.000000E+00  0.000000E+00  0.146881E+08  0.174353E+08
  0.645897E-02  0.174233E+08  0.174185E+08  0.000000E+00  0.000000E+00  0.146304E+08  0.174050E+08
  0.652880E-02  0.173928E+08  0.173879E+08  0.000000E+00  0.000000E+00  0.145724E+08  0.173744E+08
  0.659938E-02  0.173621E+08  0.173571E+08  0.000000E+00  0.000000E+00  0.145139E+08  0.173434E+08
  0.667072E-02  0.173310E+08  0.173259E+08  0.000000E+00  0.000000E+00  0.144550E+08  0.173121E+08
