  0.745045E-04  0.198016E+08  0.198016E+08  0.257040E+08  0.257030E+08  0.198012E+08  0.198016E+08
  0.809793E-04  0.198014E+08  0.198014E+08  0.255789E+08  0.255777E+08  0.198008E+08  0.198014E+08
  0.880167E-04  0.198011E+08  0.198011E+08  0.254319E+08  0.254305E+08  0.198004E+08  0.198011E+08
  0.956657E-04  0.198008E+08  0.198008E+08  0.252591E+08  0.252575E+08  0.198000E+08  0.198008E+08
  0.103979E-03  0.198004E+08  0.198004E+08  0.250565E+08  0.250545E+08  0.197994E+08  0.198004E+08
  0.113016E-03  0.198000E+08  0.198000E+08  0.248190E+08  0.248167E+08  0.197988E+08  0.198000E+08
  0.122837E-03  0.197995E+08  0.197995E+08  0.245410E+08  0.245384E+08  0.197980E+08  0.197995E+08
  0.133512E-03  0.197989E+08  0.197989E+08  0.242164E+08  0.242133E+08  0.197971E+08  0.197989E+08
  0.145115E-03  0.197982E+08  0.197982E+08  0.238379E+08  0.238343E+08  0.197960E+08  0.197981E+08
  0.157726E-03  0.197973E+08  0.197973E+08  0.233977E+08  0.233936E+08  0.197947E+08  0.197973E+08
  0.171433E-03  0.197963E+08  0.197963E+08  0.228874E+08  0.228827E+08  0.197932E+08  0.197963E+08
  0.186331E-03  0.197951E+08  0.197951E+08  0.222976E+08  0.222923E+08  0.197915E+08  0.197951E+08
  0.202524E-03  0.197937E+08  0.197937E+08  0.216189E+08  0.216129E+08  0.197894E+08  0.197937E+08
  0.220125E-03  0.197921E+08  0.197921E+08  0.208416E+08  0.208348E+08  0.197870E+08  0.197921E+08
  0.239254E-03  0.197902E+08  0.197902E+08  0.199566E+08  0.199490E+08  0.197841E+08  0.197901E+08
  0.260046E-03  0.197879E+08  0.197879E+08  0.189558E+08  0.189475E+08  0.197807E+08  0.197879E+08
  0.282645E-03  0.197853E+08  0.197853E+08  0.178334E+08  0.178244E+08  0.197767E+08  0.197852E+08
  0.307209E-03  0.197822E+08  0.197822E+08  0.165872E+08  0.165776E+08  0.197720E+08  0.197821E+08
  0.333906E-03  0.197785E+08  0.197785E+08  0.152197E+08  0.152097E+08  0.197665E+08  0.197784E+08
  0.362924E-03  0.197742E+08  0.197742E+08  0.137405E+08  0.137305E+08  0.197600E+08  0.197741E+08
  0.394464E-03  0.197693E+08  0.197692E+08  0.121683E+08  0.121585E+08  0.197524E+08  0.197691E+08
  0.428744E-03  0.197634E+08  0.197634E+08  0.105322E+08  0.105231E+08  0.197435E+08  0.197633E+08
  0.466004E-03  0.197567E+08  0.197566E+08  0.887321E+07  0.886550E+07  0.197332E+08  0.197564E+08
  0.506501E-03  0.197488E+08  0.197488E+08  0.724443E+07  0.723857E+07  0.197210E+08  0.197485E+08
  0.550518E-03  0.197396E+08  0.197396E+08  0.570833E+07  0.570481E+07  0.197069E+08  0.197394E+08
  0.598361E-03  0.197291E+08  0.197290E+08  0.433173E+07  0.433084E+07  0.196904E+08  0.197287E+08
  0.650360E-03  0.197169E+08  0.197168E+08  0.317677E+07  0.317841E+07  0.196713E+08  0.197165E+08
  0.706879E-03  0.197029E+08  0.197028E+08  0.228844E+07  0.229206E+07  0.196492E+08  0.197024E+08
  0.768310E-03  0.196868E+08  0.196867E+08  0.168073E+07  0.168524E+07  0.196235E+08  0.196862E+08
  0.835079E-03  0.196684E+08  0.196683E+08  0.132551E+07  0.132949E+07  0.195939E+08  0.196677E+08
  0.907651E-03  0.196474E+08  0.196473E+08  0.115082E+07  0.115291E+07  0.195598E+08  0.196466E+08
  0.986530E-03  0.196235E+08  0.196234E+08  0.105542E+07  0.105490E+07  0.195206E+08  0.196226E+08
  0.107226E-02  0.195963E+08  0.195962E+08  0.941675E+06  0.939060E+06  0.194756E+08  0.195953E+08
  0.116545E-02  0.195656E+08  0.195654E+08  0.757845E+06  0.754907E+06  0.194241E+08  0.195643E+08
  0.126673E-02  0.195308E+08  0.195306E+08  0.525855E+06  0.524689E+06  0.193651E+08  0.195293E+08
  0.137681E-02  0.194915E+08  0.194912E+08  0.324960E+06  0.326332E+06  0.192978E+08  0.194897E+08
  0.149646E-02  0.194471E+08  0.194469E+08  0.224377E+06  0.226675E+06  0.192211E+08  0.194451E+08
  0.162651E-02  0.193973E+08  0.193970E+08  0.211302E+06  0.211842E+06  0.191341E+08  0.193949E+08
  0.176786E-02  0.193412E+08  0.193409E+08  0.198283E+06  0.196591E+06  0.190355E+08  0.193385E+08
  0.192150E-02  0.192784E+08  0.192780E+08  0.130958E+06  0.129860E+06  0.189242E+08  0.192753E+08
  0.208848E-02  0.192082E+08  0.192077E+08  0.634619E+05  0.647094E+05  0.187989E+08  0.192045E+08
  0.226998E-02  0.191297E+08  0.191291E+08  0.575854E+05  0.582181E+05  0.186586E+08  0.191255E+08
  0.246725E-02  0.190423E+08  0.190416E+08  0.597931E+05  0.578499E+05  0.185020E+08  0.190375E+08
