    0.10000E-03    0.42357E+03
    0.10202E-03    0.43180E+03
    0.10408E-03    0.44019E+03
    0.10618E-03    0.44874E+03
    0.10833E-03    0.45745E+03
    0.11052E-03    0.46634E+03
    0.11275E-03    0.47540E+03
    0.11503E-03    0.48463E+03
    0.11735E-03    0.49404E+03
    0.11972E-03    0.50364E+03
    0.12214E-03    0.51342E+03
    0.12461E-03    0.52339E+03
    0.12712E-03    0.53355E+03
    0.12969E-03    0.54391E+03
    0.13231E-03    0.55447E+03
    0.13499E-03    0.56524E+03
    0.13771E-03    0.57622E+03
    0.14049E-03    0.58741E+03
    0.14333E-03    0.59881E+03
    0.14623E-03    0.61044E+03
    0.14918E-03    0.62229E+03
    0.15220E-03    0.63437E+03
    0.15527E-03    0.64668E+03
    0.15841E-03    0.65924E+03
    0.16161E-03    0.67203E+03
    0.16487E-03    0.68508E+03
    0.16820E-03    0.69837E+03
    0.17160E-03    0.71193E+03
    0.17507E-03    0.72574E+03
    0.17860E-03    0.73983E+03
    0.18221E-03    0.75418E+03
    0.18589E-03    0.76881E+03
    0.18965E-03    0.78373E+03
    0.19348E-03    0.79894E+03
    0.19739E-03    0.81443E+03
    0.20138E-03    0.83023E+03
    0.20544E-03    0.84634E+03
    0.20959E-03    0.86275E+03
    0.21383E-03    0.87948E+03
    0.21815E-03    0.89654E+03
    0.22255E-03    0.91392E+03
    0.22705E-03    0.93164E+03
    0.23164E-03    0.94970E+03
    0.23632E-03    0.96811E+03
    0.24109E-03    0.98688E+03
    0.24596E-03    0.10060E+04
    0.25093E-03    0.10255E+04
    0.25600E-03    0.10454E+04
    0.26117E-03    0.10656E+04
    0.26645E-03    0.10863E+04
    0.27183E-03    0.11073E+04
    0.27732E-03    0.11287E+04
    0.28292E-03    0.11506E+04
    0.28864E-03    0.11729E+04
    0.29447E-03    0.11956E+04
    0.30042E-03    0.12187E+04
    0.30649E-03    0.12423E+04
    0.31268E-03    0.12663E+04
    0.31899E-03    0.12908E+04
    0.32544E-03    0.13158E+04
    0.33201E-03    0.13413E+04
    0.33872E-03    0.13672E+04
    0.34556E-03    0.13936E+04
    0.35254E-03    0.14206E+04
    0.35966E-03    0.14480E+04
    0.36693E-03    0.14760E+04
    0.37434E-03    0.15045E+04
    0.38190E-03    0.15335E+04
    0.38962E-03    0.15631E+04
    0.39749E-03    0.15933E+04
    0.40552E-03    0.16240E+04
    0.41371E-03    0.16554E+04
    0.42207E-03    0.16873E+04
    0.43060E-03    0.17198E+04
    0.43929E-03    0.17530E+04
    0.44817E-03    0.17867E+04
    0.45722E-03    0.18212E+04
    0.46646E-03    0.18562E+04
    0.47588E-03    0.18919E+04
    0.48550E-03    0.19283E+04
    0.49530E-03    0.19654E+04
    0.50531E-03    0.20032E+04
    0.51552E-03    0.20417E+04
    0.52593E-03    0.20809E+04
    0.53656E-03    0.21209E+04
    0.54739E-03    0.21616E+04
    0.55845E-03    0.22031E+04
    0.56973E-03    0.22453E+04
    0.58124E-03    0.22884E+04
    0.59299E-03    0.23322E+04
    0.60496E-03    0.23769E+04
    0.61719E-03    0.24223E+04
    0.62965E-03    0.24687E+04
    0.64237E-03    0.25159E+04
    0.65535E-03    0.25639E+04
    0.66859E-03    0.26129E+04
    0.68210E-03    0.26628E+04
    0.69588E-03    0.27135E+04
    0.70993E-03    0.27653E+04
    0.72427E-03    0.28179E+04
    0.73891E-03    0.28716E+04
    0.75383E-03    0.29262E+04
    0.76906E-03    0.29818E+04
    0.78460E-03    0.30384E+04
    0.80045E-03    0.30961E+04
    0.81662E-03    0.31548E+04
    0.83311E-03    0.32146E+04
    0.84994E-03    0.32754E+04
    0.86711E-03    0.33374E+04
    0.88463E-03    0.34004E+04
    0.90250E-03    0.34646E+04
    0.92073E-03    0.35300E+04
    0.93933E-03    0.35965E+04
    0.95831E-03    0.36642E+04
    0.97767E-03    0.37331E+04
    0.99742E-03    0.38033E+04
    0.10176E-02    0.38746E+04
    0.10381E-02    0.39473E+04
    0.10591E-02    0.40212E+04
    0.10805E-02    0.40964E+04
    0.11023E-02    0.41729E+04
    0.11246E-02    0.42507E+04
    0.11473E-02    0.43300E+04
    0.11705E-02    0.44105E+04
    0.11941E-02    0.44925E+04
    0.12182E-02    0.45759E+04
    0.12429E-02    0.46607E+04
    0.12680E-02    0.47469E+04
    0.12936E-02    0.48346E+04
    0.13197E-02    0.49238E+04
    0.13464E-02    0.50145E+04
    0.13736E-02    0.51067E+04
    0.14013E-02    0.52004E+04
    0.14296E-02    0.52957E+04
    0.14585E-02    0.53926E+04
    0.14880E-02    0.54910E+04
    0.15180E-02    0.55911E+04
    0.15487E-02    0.56928E+04
    0.15800E-02    0.57961E+04
    0.16119E-02    0.59011E+04
    0.16445E-02    0.60078E+04
    0.16777E-02    0.61162E+04
    0.17116E-02    0.62263E+04
    0.17462E-02    0.63381E+04
    0.17814E-02    0.64516E+04
    0.18174E-02    0.65669E+04
    0.18541E-02    0.66840E+04
    0.18916E-02    0.68029E+04
    0.19298E-02    0.69235E+04
    0.19688E-02    0.70460E+04
    0.20086E-02    0.71703E+04
    0.20491E-02    0.72965E+04
    0.20905E-02    0.74244E+04
    0.21328E-02    0.75543E+04
    0.21758E-02    0.76860E+04
    0.22198E-02    0.78196E+04
    0.22646E-02    0.79550E+04
    0.23104E-02    0.80924E+04
    0.23571E-02    0.82316E+04
    0.24047E-02    0.83728E+04
    0.24533E-02    0.85159E+04
    0.25028E-02    0.86608E+04
    0.25534E-02    0.88077E+04
    0.26050E-02    0.89566E+04
    0.26576E-02    0.91073E+04
    0.27113E-02    0.92599E+04
    0.27660E-02    0.94145E+04
    0.28219E-02    0.95710E+04
    0.28789E-02    0.97293E+04
    0.29371E-02    0.98896E+04
    0.29964E-02    0.10052E+05
    0.30569E-02    0.10216E+05
    0.31187E-02    0.10382E+05
    0.31817E-02    0.10550E+05
    0.32460E-02    0.10719E+05
    0.33115E-02    0.10891E+05
    0.33784E-02    0.11064E+05
    0.34467E-02    0.11239E+05
    0.35163E-02    0.11416E+05
    0.35874E-02    0.11595E+05
    0.36598E-02    0.11775E+05
    0.37338E-02    0.11957E+05
    0.38092E-02    0.12141E+05
    0.38861E-02    0.12326E+05
    0.39646E-02    0.12513E+05
    0.40447E-02    0.12702E+05
    0.41264E-02    0.12892E+05
    0.42098E-02    0.13084E+05
    0.42948E-02    0.13277E+05
    0.43816E-02    0.13471E+05
    0.44701E-02    0.13667E+05
    0.45604E-02    0.13865E+05
    0.46525E-02    0.14062E+05
    0.47465E-02    0.14262E+05
    0.48424E-02    0.14469E+05
    0.49402E-02    0.14657E+05
    0.50400E-02    0.14826E+05
    0.51419E-02    0.15016E+05
    0.52457E-02    0.15225E+05
    0.53517E-02    0.15429E+05
    0.54598E-02    0.15632E+05
    0.55701E-02    0.15838E+05
    0.56826E-02    0.16044E+05
    0.57974E-02    0.16250E+05
    0.59145E-02    0.16456E+05
    0.60340E-02    0.16663E+05
    0.61559E-02    0.16869E+05
    0.62803E-02    0.17076E+05
    0.64072E-02    0.17283E+05
    0.65366E-02    0.17490E+05
    0.66686E-02    0.17696E+05
    0.68033E-02    0.17902E+05
    0.69408E-02    0.18107E+05
    0.70810E-02    0.18312E+05
    0.72240E-02    0.18515E+05
    0.73700E-02    0.18718E+05
    0.75189E-02    0.18920E+05
    0.76708E-02    0.19120E+05
    0.78257E-02    0.19319E+05
    0.79838E-02    0.19517E+05
    0.81451E-02    0.19713E+05
    0.83096E-02    0.19907E+05
    0.84775E-02    0.20099E+05
    0.86488E-02    0.20288E+05
    0.88235E-02    0.20476E+05
    0.90017E-02    0.20660E+05
    0.91836E-02    0.20842E+05
    0.93691E-02    0.21021E+05
    0.95583E-02    0.21197E+05
    0.97514E-02    0.21370E+05
    0.99484E-02    0.21538E+05
    0.10149E-01    0.21704E+05
    0.10354E-01    0.21865E+05
    0.10564E-01    0.22022E+05
    0.10777E-01    0.22174E+05
    0.10995E-01    0.22322E+05
    0.11217E-01    0.22465E+05
    0.11443E-01    0.22603E+05
    0.11675E-01    0.22735E+05
    0.11910E-01    0.22862E+05
    0.12151E-01    0.22983E+05
    0.12397E-01    0.23098E+05
    0.12647E-01    0.23206E+05
    0.12902E-01    0.23308E+05
    0.13163E-01    0.23403E+05
    0.13429E-01    0.23491E+05
    0.13700E-01    0.23571E+05
    0.13977E-01    0.23644E+05
    0.14259E-01    0.23709E+05
    0.14547E-01    0.23766E+05
    0.14841E-01    0.23815E+05
    0.15141E-01    0.23855E+05
    0.15447E-01    0.23886E+05
    0.15759E-01    0.23908E+05
    0.16077E-01    0.23921E+05
    0.16402E-01    0.23924E+05
    0.16734E-01    0.23918E+05
    0.17072E-01    0.23901E+05
