  0.956900E-05  0.198037E+08  0.198037E+08  0.263937E+08  0.263933E+08  0.198057E+08  0.198038E+08  0.198037E+08  0.198099E+08 -0.473876E+00  0.104972E+08  0.104972E+08  0.546130E+01
  0.104759E-04  0.198037E+08  0.198037E+08  0.263914E+08  0.263910E+08  0.198057E+08  0.198038E+08  0.198037E+08  0.198099E+08 -0.473875E+00  0.104972E+08  0.104972E+08  0.597877E+01
  0.114688E-04  0.198037E+08  0.198037E+08  0.263887E+08  0.263882E+08  0.198057E+08  0.198038E+08  0.198037E+08  0.198098E+08 -0.473875E+00  0.104972E+08  0.104972E+08  0.654525E+01
  0.125558E-04  0.198037E+08  0.198037E+08  0.263855E+08  0.263849E+08  0.198057E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473875E+00  0.104972E+08  0.104972E+08  0.716536E+01
  0.137458E-04  0.198037E+08  0.198037E+08  0.263816E+08  0.263809E+08  0.198057E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473875E+00  0.104972E+08  0.104972E+08  0.784417E+01
  0.150485E-04  0.198037E+08  0.198037E+08  0.263769E+08  0.263761E+08  0.198057E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473875E+00  0.104972E+08  0.104972E+08  0.858722E+01
  0.164748E-04  0.198037E+08  0.198037E+08  0.263713E+08  0.263703E+08  0.198056E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473874E+00  0.104972E+08  0.104972E+08  0.940057E+01
  0.180362E-04  0.198037E+08  0.198037E+08  0.263647E+08  0.263635E+08  0.198056E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473874E+00  0.104972E+08  0.104972E+08  0.102909E+02
  0.197456E-04  0.198037E+08  0.198037E+08  0.263567E+08  0.263552E+08  0.198056E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473874E+00  0.104972E+08  0.104972E+08  0.112653E+02
  0.216171E-04  0.198037E+08  0.198037E+08  0.263471E+08  0.263453E+08  0.198055E+08  0.198037E+08  0.198037E+08  0.198098E+08 -0.473873E+00  0.104972E+08  0.104972E+08  0.123318E+02
  0.236659E-04  0.198036E+08  0.198036E+08  0.263356E+08  0.263335E+08  0.198055E+08  0.198037E+08  0.198036E+08  0.198097E+08 -0.473872E+00  0.104972E+08  0.104972E+08  0.134991E+02
  0.259089E-04  0.198036E+08  0.198036E+08  0.263218E+08  0.263193E+08  0.198054E+08  0.198036E+08  0.198036E+08  0.198097E+08 -0.473872E+00  0.104972E+08  0.104972E+08  0.147765E+02
  0.283644E-04  0.198036E+08  0.198036E+08  0.263053E+08  0.263024E+08  0.198053E+08  0.198036E+08  0.198036E+08  0.198097E+08 -0.473871E+00  0.104972E+08  0.104972E+08  0.161743E+02
  0.310527E-04  0.198036E+08  0.198036E+08  0.262855E+08  0.262820E+08  0.198052E+08  0.198036E+08  0.198036E+08  0.198096E+08 -0.473870E+00  0.104971E+08  0.104971E+08  0.177038E+02
  0.339958E-04  0.198035E+08  0.198035E+08  0.262619E+08  0.262576E+08  0.198051E+08  0.198035E+08  0.198035E+08  0.198096E+08 -0.473869E+00  0.104971E+08  0.104971E+08  0.193772E+02
  0.372178E-04  0.198035E+08  0.198035E+08  0.262335E+08  0.262285E+08  0.198050E+08  0.198035E+08  0.198035E+08  0.198095E+08 -0.473867E+00  0.104971E+08  0.104971E+08  0.212077E+02
  0.407452E-04  0.198034E+08  0.198034E+08  0.261996E+08  0.261936E+08  0.198048E+08  0.198034E+08  0.198034E+08  0.198095E+08 -0.473865E+00  0.104970E+08  0.104970E+08  0.232099E+02
  0.446069E-04  0.198033E+08  0.198033E+08  0.261590E+08  0.261518E+08  0.198046E+08  0.198033E+08  0.198033E+08  0.198094E+08 -0.473863E+00  0.104970E+08  0.104970E+08  0.253995E+02
  0.488346E-04  0.198032E+08  0.198032E+08  0.261104E+08  0.261017E+08  0.198044E+08  0.198032E+08  0.198032E+08  0.198093E+08 -0.473861E+00  0.104970E+08  0.104970E+08  0.277934E+02
  0.534630E-04  0.198031E+08  0.198031E+08  0.260523E+08  0.260419E+08  0.198041E+08  0.198031E+08  0.198031E+08  0.198092E+08 -0.473857E+00  0.104969E+08  0.104969E+08  0.304100E+02
  0.585300E-04  0.198030E+08  0.198030E+08  0.259828E+08  0.259704E+08  0.198038E+08  0.198030E+08  0.198030E+08  0.198090E+08 -0.473854E+00  0.104968E+08  0.104968E+08  0.332691E+02
  0.640773E-04  0.198029E+08  0.198028E+08  0.258997E+08  0.258848E+08  0.198033E+08  0.198029E+08  0.198029E+08  0.198088E+08 -0.473849E+00  0.104968E+08  0.104968E+08  0.363921E+02
  0.701504E-04  0.198027E+08  0.198027E+08  0.258005E+08  0.257827E+08  0.198029E+08  0.198027E+08  0.198027E+08  0.198086E+08 -0.473844E+00  0.104967E+08  0.104967E+08  0.398017E+02
  0.767990E-04  0.198025E+08  0.198024E+08  0.256820E+08  0.256608E+08  0.198023E+08  0.198025E+08  0.198025E+08  0.198084E+08 -0.473837E+00  0.104965E+08  0.104965E+08  0.435222E+02
  0.840778E-04  0.198022E+08  0.198022E+08  0.255406E+08  0.255153E+08  0.198016E+08  0.198022E+08  0.198022E+08  0.198081E+08 -0.473830E+00  0.104964E+08  0.104964E+08  0.475792E+02
  0.920464E-04  0.198019E+08  0.198019E+08  0.253721E+08  0.253419E+08  0.198007E+08  0.198019E+08  0.198019E+08  0.198078E+08 -0.473821E+00  0.104962E+08  0.104962E+08  0.519998E+02
