  0.953995E-05  0.198895E+08  0.198895E+08  0.265079E+08  0.265075E+08  0.198907E+08  0.198895E+08  0.198895E+08  0.201387E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.547602E+01
  0.104446E-04  0.198895E+08  0.198895E+08  0.265056E+08  0.265052E+08  0.198907E+08  0.198895E+08  0.198895E+08  0.201387E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.599518E+01
  0.114351E-04  0.198895E+08  0.198895E+08  0.265029E+08  0.265024E+08  0.198906E+08  0.198895E+08  0.198895E+08  0.201387E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.656353E+01
  0.125195E-04  0.198895E+08  0.198895E+08  0.264996E+08  0.264990E+08  0.198906E+08  0.198895E+08  0.198895E+08  0.201387E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.718573E+01
  0.137067E-04  0.198895E+08  0.198895E+08  0.264957E+08  0.264950E+08  0.198906E+08  0.198895E+08  0.198895E+08  0.201387E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.786686E+01
  0.150066E-04  0.198894E+08  0.198894E+08  0.264910E+08  0.264902E+08  0.198906E+08  0.198895E+08  0.198894E+08  0.201386E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.861248E+01
  0.164296E-04  0.198894E+08  0.198894E+08  0.264854E+08  0.264844E+08  0.198906E+08  0.198894E+08  0.198894E+08  0.201386E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.942869E+01
  0.179877E-04  0.198894E+08  0.198894E+08  0.264787E+08  0.264775E+08  0.198906E+08  0.198894E+08  0.198894E+08  0.201386E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.103221E+02
  0.196935E-04  0.198894E+08  0.198894E+08  0.264706E+08  0.264692E+08  0.198906E+08  0.198894E+08  0.198894E+08  0.201386E+08 -0.470648E+00  0.105615E+08  0.105615E+08  0.113001E+02
  0.215610E-04  0.198894E+08  0.198894E+08  0.264610E+08  0.264592E+08  0.198905E+08  0.198894E+08  0.198894E+08  0.201386E+08 -0.470649E+00  0.105615E+08  0.105615E+08  0.123705E+02
  0.236057E-04  0.198894E+08  0.198894E+08  0.264494E+08  0.264473E+08  0.198905E+08  0.198894E+08  0.198894E+08  0.201385E+08 -0.470649E+00  0.105615E+08  0.105614E+08  0.135421E+02
  0.258442E-04  0.198894E+08  0.198894E+08  0.264355E+08  0.264330E+08  0.198905E+08  0.198894E+08  0.198894E+08  0.201385E+08 -0.470649E+00  0.105614E+08  0.105614E+08  0.148243E+02
  0.282950E-04  0.198894E+08  0.198894E+08  0.264189E+08  0.264159E+08  0.198904E+08  0.198894E+08  0.198894E+08  0.201384E+08 -0.470650E+00  0.105614E+08  0.105614E+08  0.162275E+02
  0.309783E-04  0.198893E+08  0.198893E+08  0.263990E+08  0.263954E+08  0.198904E+08  0.198894E+08  0.198893E+08  0.201384E+08 -0.470650E+00  0.105614E+08  0.105614E+08  0.177628E+02
  0.339160E-04  0.198893E+08  0.198893E+08  0.263751E+08  0.263709E+08  0.198903E+08  0.198893E+08  0.198893E+08  0.201383E+08 -0.470651E+00  0.105614E+08  0.105614E+08  0.194428E+02
  0.371323E-04  0.198893E+08  0.198893E+08  0.263466E+08  0.263415E+08  0.198902E+08  0.198893E+08  0.198893E+08  0.201383E+08 -0.470651E+00  0.105614E+08  0.105614E+08  0.212806E+02
  0.406536E-04  0.198892E+08  0.198892E+08  0.263124E+08  0.263063E+08  0.198901E+08  0.198892E+08  0.198892E+08  0.201382E+08 -0.470652E+00  0.105614E+08  0.105614E+08  0.232908E+02
  0.445088E-04  0.198892E+08  0.198892E+08  0.262715E+08  0.262642E+08  0.198900E+08  0.198892E+08  0.198892E+08  0.201381E+08 -0.470653E+00  0.105614E+08  0.105613E+08  0.254892E+02
  0.487296E-04  0.198891E+08  0.198891E+08  0.262225E+08  0.262138E+08  0.198899E+08  0.198891E+08  0.198891E+08  0.201379E+08 -0.470654E+00  0.105613E+08  0.105613E+08  0.278928E+02
  0.533506E-04  0.198891E+08  0.198891E+08  0.261639E+08  0.261534E+08  0.198897E+08  0.198891E+08  0.198891E+08  0.201378E+08 -0.470655E+00  0.105613E+08  0.105613E+08  0.305203E+02
  0.584099E-04  0.198890E+08  0.198890E+08  0.260938E+08  0.260813E+08  0.198895E+08  0.198890E+08  0.198890E+08  0.201376E+08 -0.470657E+00  0.105612E+08  0.105612E+08  0.333913E+02
  0.639490E-04  0.198889E+08  0.198889E+08  0.260100E+08  0.259951E+08  0.198893E+08  0.198889E+08  0.198889E+08  0.201373E+08 -0.470659E+00  0.105612E+08  0.105612E+08  0.365275E+02
  0.700133E-04  0.198888E+08  0.198888E+08  0.259099E+08  0.258921E+08  0.198890E+08  0.198888E+08  0.198888E+08  0.201371E+08 -0.470661E+00  0.105611E+08  0.105611E+08  0.399516E+02
  0.766528E-04  0.198886E+08  0.198886E+08  0.257904E+08  0.257691E+08  0.198887E+08  0.198886E+08  0.198886E+08  0.201367E+08 -0.470664E+00  0.105611E+08  0.105611E+08  0.436880E+02
  0.839218E-04  0.198885E+08  0.198884E+08  0.256478E+08  0.256224E+08  0.198883E+08  0.198885E+08  0.198885E+08  0.201364E+08 -0.470667E+00  0.105610E+08  0.105610E+08  0.477627E+02
  0.918802E-04  0.198883E+08  0.198882E+08  0.254779E+08  0.254476E+08  0.198878E+08  0.198883E+08  0.198883E+08  0.201359E+08 -0.470671E+00  0.105609E+08  0.105609E+08  0.522025E+02
